FarmNm_CH,FarmNm_EN,FarmNm_JP,Feature_CH,Feature_EN,Feature_JP,CertifySDate,CertifyEDate,TEL,FAX,PCode,County,Township,Address_CH,Address_EN,Address_JP,WebURL,Longitude,Latitude,IdentifyItem,Photo
茶花湘休閒農場,,,,,,1150901,1150930,,,912,10013,內埔鄉,富田村里和路103號,,,,120.553425,22.612597,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
彌陀海岸休閒農場,,,,,,1150901,1150930,(07)6107662,,827,64000,彌陀區,新庄路1之268號,,,,120.245064,22.754308,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
圓康休閒農場,,,,,,1150901,1150930,(09),,325,68000,龍潭區,大平里民治十六街87巷49弄71號,,,https://ezgo.ardswc.gov.tw/zh-TW/Front/Agri/Detail/140,0,0,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/138/480x360_20200324-12.jpg
三灣四季休閒農場,,,,,,1150901,1150930,(09),,352,10005,三灣鄉,永和村1鄰楠樹窩16號,,,,120.943253,24.635737,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
寓林休閒農場,,,,,,1150901,1150930,,,424,66000,和平區,南勢段,,,,120.888074,24.175387,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
九九莊園休閒農場,,,,,,1150901,1150930,(05)5514888,,640,10009,斗六市,十三南路65-1號,,,,120.565462,23.743235,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
貓頭鷹生態休閒農場,,,貓頭鷹生態教育園區休閒農場。2003年3月，苗栗縣獅潭鄉有一群愛好貓頭鷹的地方人士，為貓頭鷹愛好者成立一個共同的家：咕咕嚕博士貓頭鷹之家！經過十餘年努力，維護農場內大自然與野生動物和平共處，將遊憩活動對自然環境的衝擊降到最低，實現「無痕山林運動」之理念。。這裡除了收容受傷殘的貓頭鷹之外，備有戶外生態教室，透過生態教育方式，介紹貓頭鷹的型態、特徵和習性，讓更多人能建立「關愛貓頭鷹，愛護大自然」的保育觀念。。咕咕嚕博士貓頭鷹之家備有多媒體視聽教室、露營場地，及頗具規模的貓頭鷹戶外生態園區，提供...,,,1150901,1150930,(037)931323,(037)932363,354,10005,獅潭鄉,永興村11鄰14-6號,,,https://www.dahu.com.tw/kukulu/index.html,120.926857,24.551442,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/157/480x360_20151119171854.jpg
湧旺羊媽媽休閒農場(停業中),,,羊媽媽休閒農場。湧旺羊媽媽休閒農場位於台中市霧峰區育德路91巷內，本農場是一座真的台灣農業轉型的最佳樣本。從傳統的農業種植到現在的自然農有機種植，本農場內有很多可觀摩的樣本。。農場位於中部，由交流道(國3)霧峰交流道下三分鐘就可抵達農場。在農場旁邊10分鐘路程，有多處知名景點，例如：霧峰林家花園、九二一地震教育園區、立法院民主紀念園區.....等等。都值得前往參觀。。P.S.本農場採取預約制，有專人導覽解說。,,,1150901,1150930,(04)23307927,,413,66000,霧峰區,育德路91巷18號,,,https://www.goatmilk.com.tw/index.asp,120.699298,24.048953,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25505/480x360_agrispots-image-js6ljgp5okwqahv22bc7_q.jpg
維多利亞休閒農場,,,,,,1150901,1150930,,,330,68000,桃園區,民族路669號,,,,121.233664,24.829964,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
小份尾幸福田休閒農場EUDEMON ROSE GARDEN,,,樹玫瑰。有機玫瑰種苗場,,,1150901,1150930,(07)6772700,,846,64000,杉林區,司馬路202之6號,,,,120.570381,22.995612,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
夢土上休閒農場,,,夢土上休閒農場。「夢土上」青山流水環繞，媲美峇里島烏布，晴時清風和煦，暢人胸憶；夜時星月照地，份外幽靜；雨時煙霧繚繞，望穿秋水，竟是一番境地；置身夢土上，貌似夢幻仙境。住宿、露營、觀星、賞景、農事體驗，預約旅程的下一站，就來夢土上吧!,,,1150901,1150930,(09),,262,10002,礁溪鄉,二結路8-2號,,,http://www.yilan-villa.com.tw/WebMaster/,121.681931,24.784752,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/2986/480x360_4d2f0ddbdb484465bb4d56e40a98e01d.jpg
淞濤田園休閒農場,,,淞濤田園休閒農場。「淞濤田園有機農場」經過政府驗證的合格有機農地，是一個以有農業生產為主要特色的莊園，以有機無毒生產工法，培養數十種作物，包含五葉松、薑黃、南薑、茄冬、木瓜、檸檬香茅等，這裡的農作物都是「半野生」生長狀態，堅持不施灑農藥、順應自然環境培植之作常。,,,1150901,1150930,(09),,308,10004,寶山鄉,寶山村9鄰通學路215巷5號,,,,121.020513,24.736978,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25420/480x360_agrispots-image-puwod5xn-k2ju9g6mrgg_a.jpg
雅潭休閒農場,,,本農場系少數結合農業體驗及多樣化林相之多功能休閒農場，具有豐富的資源以提供自然生態、農業生產與休閒生活，利用多樣化樹種打造一處都市內的小森林，依照樹種分布與季節變化呈現主題特色，搭配農作物供民眾體驗採收果實，本農場採預約制。,,,1150901,1150930,(09),,428,66000,大雅區,雅潭路三段527號,,,,120.67046,24.215154,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1854/480x360_fd9t73upxmibwverqja3089f5arymj1u.JPG
養鹿天地休閒農場,,,養鹿天地休閒農場。國姓鄉八個產銷班約有200多戶的養鹿人家、共圈養了4000多頭的水鹿，是小朋友觀察水鹿的極佳場所。位於中潭公路上的養鹿天地，規劃了提供生態觀察的參觀步道，並提供生態解說，讓民眾瞭解台灣特有種的台灣水鹿的生態習性，適合全家和學校的教學活動。。潔淨寬敞的園區採高架字型參觀步道，可以居高臨下眺望鹿群悠閒漫步。鹿舍內也有一隻較與人親近的水鹿，可以讓遊客親近撫摸，不過這都需要在解說人員的陪同下，以免騷擾敏感的鹿群。透過園區動線的安排，和生態習性解說教室的影片觀賞，遊客可以瞭解水鹿飼養...,,,1150901,1150930,(049)2451214,,544,10008,國姓鄉,北山村中正路四段105號,,,,120.884576,23.984316,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25146/480x360_agrispots-image-u9foypbkcuentbxkazhs0q.jpg
三好休閒農場(三好竹木業),,,,,,1150901,1150930,(037)602215,,351,10005,頭份市,珊湖里4鄰中正三路329號,,,,120.962159,24.684212,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
彰化休閒農場(溪州公園),,,彰化休閒農場。廣達 21 公頃的園區佈置的花團錦簇，玫瑰廣場豔麗奪目的花朵與藝術造景，令人目眩神迷。園區還會依四季節令的變化，變化不同的景緻，彷彿置身國外，體驗異國四季變化風情！ 。無障礙空間。提供無障礙服務項目：。無障礙廁所、無障礙坡道。無障礙服務項目位置：。總共有 6 間廁所，坡道在解說中心旁邊。,,,1150901,1150930,(04)8899812,,524,10007,溪州鄉,溪州村中央路三段138號,,,https://goo.gl/5dMjRS,120.496348,23.842461,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/4193/480x360_23568b9321b141e59290628652bcf89a.jpg
九斗休閒農場,,,農場分為兩大區域，第一是休閒活動區；第二是有機蔬菜專業區。在休閒活動區，包括以下服務項目：。1. 大地活動大：在綠草茹茵的中央廣場舉辦風火輪、蜈蚣競走及彈跳奪標比賽，還有扎稻草人及抓泥鰍、大力水手、闖五關等等的精采戶外活動。。2. 大滑水道戲水池：是小朋友夏天的最愛。。3. 大戶外教學：有肉食植物的生態、埤塘生態、蝴蝶生態、水生植物生態、有機生活生產生態等解說導覽，給您最精采的知性之旅。。4. 大童玩DIY活動：包括竹製水槍、彩繪竹斗笠、沙朔蠟燭、放天燈、彩繪陶瓷、燈籠製作、草編等。。...,,,1150901,1150930,(09),,327,68000,新屋區,九斗里五谷路205號,,,https://www.farm99.com.tw/index.html,121.128945,24.960752,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/140/480x360_20151124175014.jpg
快樂谷休閒農場,,,,,,1150901,1150930,(09),,540,10008,南投市,福山里8鄰八卦路592巷27號,,,,120.635082,23.909939,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
謝記休閒農場,,,到本場館遊客能夠認識鴨子、鴨蛋品種及鴨賞製作過程，了解養鴨文化與演變過程，並參加「紅土鹹蛋DIY」體驗活動，學習鴨蛋加工的古早技術，或者「手作鴨賞PIZZA」體驗，用自己喜歡鴨賞肉與配料，製作獨特鴨賞風味的窯烤披薩，讓我們進入鴨子的世界吧！。資料來源：謝記休閒農場（鴨寮故事館）。【如欲安排前往建議事先電話聯繫確認】,,,1150901,1150930,(03)9504646,,268,10002,五結鄉,協和村公園路88號,,,https://duckfarm.tw/index.php,121.813665,24.678266,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1583/480x360_20200418-01.jpg
春霖休閒農場,,,,,,1150901,1150930,(09),,606,10010,中埔鄉,同仁村11鄰同仁163之16號,,,,120.511109,23.407450,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
金門縣農業試驗所附屬休閒農場,,,園區介紹。 。金門縣農業試驗所附設示範休閒農場於90年代因應農業變遷及轉型，以自然生態及教育園區為方向，採用一系列以生態設計概念為導向的生態工法建設，供教學及農場生態環境改善之用，由於生態環境完整保存及豐富生物多樣性，使棲地生物依季節在循環，每個季節均有每種不同的生態環境呈現。。 。一、景觀設施與建築類。 。（一）休閒農場大門：。設計採用閩南式建築的馬背語彙導入迎客的意象。。 。（二）歐風庭園小木屋：。小木屋及週邊歐式庭園係於民國92年規劃設計及建造，是時為規劃休閒農場示範區...,,,1150901,1150930,(082)332074,(082)331916,891,09020,金湖鎮,后壟31號,,,https://ari.kinmen.gov.tw/,118.328564,24.348779,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/27635/480x360_agrispots-image--7clldn4xeumpqmbmeumla.jpg
山裡生活自然休閒農場,,,,,,1150901,1150930,(09),,336,68000,復興區,大窩路601號,,,,121.358972,24.838796,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
老大份休閒農場,,,老大份休閒農場位於大山背休閒農業區中的核心地帶，其名稱源於楊家祖先最早在此開墾的一大份田，也是當地最早的地名，創辦人楊名遠先生為了傳承與記憶這份初衷，遂以此命名。。老大份休閒農場沒有請過多的員工，也不採大面積種植提供給批發商方式，秉持友善耕種、少量多樣化混合種植的經營理念，認真踏實的透過有機無毒天然的栽種，維持小面積高品質，栽培二十多種柑橘類植物，提供四季每位到訪遊客最樸實的採果友善環境。每年12月到3月是摘採柑橘旺季。。核心特色與理念。&bull； 森林療癒與生態旅遊： 農場四周環山，擁...,,,1150901,1150930,(09),,312,10004,橫山鄉,豐鄉村大山背6鄰69號,,,https://www.fbilab.org/oldman/,121.133387,24.687927,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/40880/480x360_agrispots-image-hux0d_q_6uqv1dyobt4kow.png
巴登大莊園休閒農場,,,,,,1150901,1150930,,,646,10009,古坑鄉,水碓段,,,,120.595164,23.646116,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
苗5線休閒農場,,,,,,1150901,1150930,(037)669175,,351,10005,頭份市,文化里3鄰文化街125號,,,,120.898964,24.698444,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
蘆菴休閒農場,,,【採預約制】。將茶園景觀引進科技栽培控管，發展生態教學、精緻花卉園、精緻果園、體驗包種茶園等，希望成為都市人假日休閒體驗場所，兼具自然、農業、休閒等多功能農場。,,,1150901,1150930,,,325,68000,龍潭區,上華里2鄰大順路369號,,,https://luan369.com.tw/,121.220815,24.853516,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1407/480x360_20200325-30.jpg
美柏休閒農場,,,本農場因內部整修暫不開放,,,1150901,1150930,(04)7525682,,526,10007,二林鎮,興華里7鄰東川路2-1號,,,,120.402519,23.892173,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
慈恩休閒農場,,,介紹。慈恩休閒農場位於二林鎮華崙里，原為一塊沖積扇下游毫無生機之土地，經由本農場10幾年來經由這群身心障礙者持續不斷遵循大自然規則，使用蚯蚓土、酵素澆灌等自然農法用心呵護下讓土壤恢復原本機能，身心障礙者更因此獲得心靈復甦，未來更以推廣環境教育認證作為第一大指標，內部有相關環境教育DIY課程(包含香草盆栽DIY、手工皂DIY、蘆薈清潔劑DIY、香草植物化妝品製作DIY、古早味控窯、歐風窯烤Pizza DIY等)，休閒農場更設有庇護商店(歡迎刷國民旅遊卡)。。本農場園區內使用自然農法種植，主要種...,,,1150901,1150930,(04)8681199166,(04)8681592,526,10007,二林鎮,華崙里光復路61巷41號,,,https://reurl.cc/qd6x7n,120.442922,23.950704,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/655/480x360_無花果園(2).jpg
蜻蜓谷休閒農場,,,打造蜻蜓的生態樂園。53年次的劉建興18歲高中畢業後就離鄉，外出到城市學房屋裝潢，人住城市裡，但心中那股田園夢卻慢慢萌芽興起，終於在36歲返鄉接手老父的梨子園，接手兩年後就遇上921，也從這年開始，他慢慢利用各種農地空間把台灣原生樹種種回這片土地，種下梅子與檸檬，慢慢漸進式減肥減藥，等待原生樹種長大後再陸續砍除梨子。。現在蜻蜓谷周邊鄰人土地仍種滿梨子，但蜻蜓谷內卻充滿綠意盎然的香楠、台灣櫸、青楓、香楓、榆樹、台灣土肉桂、馬告、光臘、牛樟、苦楝、相思、桂花、七里香、五葉松等20多種數百棵台灣原...,,,1150901,1150930,(09),,423,66000,東勢區,東坑路西盛巷60號,,,,120.847034,24.234071,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/707/480x360_c0065474948146f3ac5e85dab6da75da.jpg
鯨魚園休閒農場(停業中),,,鯨魚園休閒農場。這一天，。我享受著南台灣的陽光，。這一天，。我聆聽著海洋的歌唱，。這一天，。我與你相遇，。這一天，。在鯨魚園，我們找到回憶的畫面。。半島也有希臘風。天海相連之際，在台灣的最南端，湛藍的天空，偶爾有幾朵浮雲飄過，開闊的大海，灑滿粼粼波光。在山與海對映的天然美景下，適合喝著咖啡，遠望大海，感受海洋的氣息與生命的力量。可以與三五好友騎著鐵馬，沿著海岸線，追逐風，追逐太陽。你也可以什麼都不做，靜靜地在碧海藍天中放鬆身心靈，找回原來的自己。 。這樣的悠閒樂活畫面，不用...,,,1150901,1150930,(09),,941,10013,枋山鄉,善餘村竹坑30之1號,,,,120.698676,22.157678,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/3281/480x360_77e037065c44495996e23a052288aec1.jpg
柏冷翠休閒農場,,,簡介：柏冷翠位於海拔六百公尺，提供山林森活大自然共融的體驗。在晨曦中迎接第一縷陽光，與蟲鳴鳥叫交織成美妙的交響樂。您可以在夜晚仰望繁星點點，感受宇宙的無限奧妙。這種山林的生活態度，教會我們謙卑、敬畏大自然，並學會欣賞生命中的每一個細節。用心感受，與山林共舞。。收費方式：。1. 每一營位以4人/1車/1帳篷為限，超過者酌收清潔費：。成人500元/人，孩童300元/人(國小以下不加收，需親屬關係)，一車300元，以天計算。。2. 營帳較大者，如神殿、怪獸帳、變形金剛、5X8大天幕者，需預訂2...,,,1150901,1150930,(09),,424,66000,和平區,東關路二段11之8號,,,,120.930113,24.176326,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/32462/480x360_agrispots-image-ra7ku4dgreyp8bcbxwz-cg.jpg
松圃休閒農場,,,,,,1150901,1150930,(09),,971,10015,新城鄉,新秀村樹林街148號,,,,121.598167,24.043890,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
星錡休閒農場,,,「星錡休閒農場」為彰化縣永靖鄉第一座合法成立的觀光休閒農場，彰化永靖是台灣花卉及園藝作物主要產地之一，種苗、植栽、花卉、庭園造景均享有盛名，園主陳維綱，從小在永靖鄉下長大，夢想著有一天能建造一座讓大人小孩都能感到怡然自得的農場，經過多年努力籌備興建，「星錡休閒農場」終於誕生了。這是一個適合全家休閒踏青的遊憩空間，可以帶著孩子重溫古早孩提時代的童年野趣。歡迎朋友們有空到彰化永靖「星錡休閒農場」走走，享受恬靜美好的鄉村時光，歡迎來電預約參觀。。。1.開園時間：週五至週日，9:30-20:00（其...,,,1150901,1150930,(09),,512,10007,永靖鄉,同仁村東畔路建238之46號,,,,120.534639,23.929846,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/4801/480x360_64410c4ed990443db5c680cfeac26500.jpg
